,is_on,voltage,current,power,time,cap_ah,cap_wh,temp,set_current,set_voltage,set_timer
0,0.0,4.212,0.0,0.0,00:00:00,0.0,0.0,24.0,5.0,2.5,00:00:00
1,0.0,4.213,0.0,0.0,00:00:00,0.0,0.0,24.0,5.0,2.5,00:00:00
2,0.0,4.211,0.0,0.0,00:00:00,0.0,0.0,24.0,5.0,2.5,00:00:00
3,0.0,4.21,0.0,0.0,00:00:00,0.0,0.0,24.0,5.0,2.5,00:00:00
28,0.0,4.214,0.0,0.0,00:00:00,0.0,0.0,24.0,5.0,2.5,00:00:00
51,1.0,4.014,4.412,0.0,00:00:00,0.0,0.0,25.0,5.0,2.5,00:00:00
52,1.0,3.975,5.029,17.71,00:00:01,0.001,0.0,25.0,5.0,2.5,00:00:00
53,1.0,3.972,4.993,19.99,00:00:02,0.002,0.0,25.0,5.0,2.5,00:00:00
54,1.0,3.968,5.004,19.832,00:00:02,0.002,0.0,25.0,5.0,2.5,00:00:00
55,1.0,3.966,5.004,19.856,00:00:03,0.004,0.0,25.0,5.0,2.5,00:00:00
56,1.0,3.962,4.998,19.846,00:00:04,0.005,0.0,24.0,5.0,2.5,00:00:00
57,1.0,3.96,4.998,19.802,00:00:04,0.005,0.0,24.0,5.0,2.5,00:00:00
58,1.0,3.957,4.998,19.792,00:00:05,0.006,0.0,24.0,5.0,2.5,00:00:00
59,1.0,3.952,4.996,19.777,00:00:06,0.008,0.0,24.0,5.0,2.5,00:00:00
60,1.0,3.943,4.998,19.744,00:00:06,0.008,0.0,24.0,5.0,2.5,00:00:00
61,1.0,3.947,5.004,19.707,00:00:07,0.009,0.0,25.0,5.0,2.5,00:00:00
62,1.0,3.947,5.046,19.751,00:00:08,0.011,0.0,25.0,5.0,2.5,00:00:00
63,1.0,3.949,5.0,19.917,00:00:08,0.011,0.0,25.0,5.0,2.5,00:00:00
64,1.0,3.947,5.004,19.745,00:00:09,0.012,0.0,25.0,5.0,2.5,00:00:00
65,1.0,3.945,4.997,19.751,00:00:10,0.013,0.0,25.0,5.0,2.5,00:00:00
66,1.0,3.944,5.0,19.713,00:00:10,0.013,0.0,25.0,5.0,2.5,00:00:00
67,1.0,3.943,5.004,19.72,00:00:11,0.015,0.0,25.0,5.0,2.5,00:00:00
68,1.0,3.941,4.997,19.731,00:00:12,0.016,0.0,25.0,5.0,2.5,00:00:00
69,1.0,3.94,4.999,19.693,00:00:12,0.016,0.0,25.0,5.0,2.5,00:00:00
70,1.0,3.94,4.999,19.696,00:00:13,0.017,0.0,25.0,5.0,2.5,00:00:00
71,1.0,3.927,4.999,19.696,00:00:14,0.019,0.0,25.0,5.0,2.5,00:00:00
72,1.0,3.921,4.998,19.631,00:00:14,0.019,0.0,25.0,5.0,2.5,00:00:00
73,1.0,3.925,4.999,19.597,00:00:15,0.02,0.0,25.0,5.0,2.5,00:00:00
74,1.0,3.924,4.997,19.621,00:00:16,0.022,0.0,25.0,5.0,2.5,00:00:00
75,1.0,3.924,4.998,19.608,00:00:16,0.022,0.0,25.0,5.0,2.5,00:00:00
76,1.0,3.923,5.004,19.612,00:00:17,0.023,0.0,25.0,5.0,2.5,00:00:00
77,1.0,3.922,5.0,19.631,00:00:18,0.024,0.0,25.0,5.0,2.5,00:00:00
78,1.0,3.921,4.998,19.61,00:00:18,0.024,0.0,25.0,5.0,2.5,00:00:00
79,1.0,3.92,5.004,19.597,00:00:19,0.026,0.0,25.0,5.0,2.5,00:00:00
80,1.0,3.92,4.999,19.616,00:00:20,0.027,0.1,25.0,5.0,2.5,00:00:00
81,1.0,3.919,4.999,19.596,00:00:20,0.027,0.1,26.0,5.0,2.5,00:00:00
82,1.0,3.92,5.0,19.591,00:00:21,0.029,0.1,26.0,5.0,2.5,00:00:00
83,1.0,3.916,4.997,19.6,00:00:22,0.03,0.1,26.0,5.0,2.5,00:00:00
84,1.0,3.916,4.999,19.568,00:00:22,0.03,0.1,26.0,5.0,2.5,00:00:00
85,1.0,3.916,5.002,19.576,00:00:23,0.031,0.1,26.0,5.0,2.5,00:00:00
86,1.0,3.914,5.0,19.588,00:00:24,0.033,0.1,26.0,5.0,2.5,00:00:00
87,1.0,3.914,5.002,19.57,00:00:24,0.033,0.1,26.0,5.0,2.5,00:00:00
88,1.0,3.912,4.999,19.578,00:00:25,0.034,0.1,26.0,5.0,2.5,00:00:00
89,1.0,3.912,4.999,19.556,00:00:26,0.036,0.1,26.0,5.0,2.5,00:00:00
90,1.0,3.911,4.998,19.556,00:00:26,0.036,0.1,26.0,5.0,2.5,00:00:00
91,1.0,3.909,5.0,19.547,00:00:27,0.037,0.1,26.0,5.0,2.5,00:00:00
92,1.0,3.909,5.005,19.545,00:00:28,0.038,0.1,26.0,5.0,2.5,00:00:00
93,1.0,3.91,5.001,19.565,00:00:28,0.038,0.1,26.0,5.0,2.5,00:00:00
94,1.0,3.908,5.002,19.554,00:00:29,0.04,0.1,26.0,5.0,2.5,00:00:00
95,1.0,3.906,5.001,19.548,00:00:29,0.041,0.1,26.0,5.0,2.5,00:00:00
96,1.0,3.906,4.998,19.534,00:00:30,0.041,0.1,26.0,5.0,2.5,00:00:00
97,1.0,3.906,4.998,19.522,00:00:31,0.042,0.1,26.0,5.0,2.5,00:00:00
98,1.0,3.904,4.998,19.522,00:00:31,0.044,0.1,26.0,5.0,2.5,00:00:00
99,1.0,3.905,4.997,19.512,00:00:32,0.044,0.1,26.0,5.0,2.5,00:00:00
100,1.0,3.903,4.999,19.513,00:00:33,0.045,0.1,26.0,5.0,2.5,00:00:00
101,1.0,3.904,4.999,19.511,00:00:33,0.047,0.1,26.0,5.0,2.5,00:00:00
102,1.0,3.902,4.998,19.516,00:00:34,0.047,0.1,26.0,5.0,2.5,00:00:00
103,1.0,3.901,4.999,19.502,00:00:35,0.048,0.1,26.0,5.0,2.5,00:00:00
104,1.0,3.9,5.005,19.501,00:00:35,0.048,0.1,26.0,5.0,2.5,00:00:00
105,1.0,3.9,4.998,19.52,00:00:36,0.049,0.2,26.0,5.0,2.5,00:00:00
106,1.0,3.9,4.999,19.492,00:00:37,0.051,0.2,26.0,5.0,2.5,00:00:00
107,1.0,3.898,4.999,19.496,00:00:37,0.051,0.2,26.0,5.0,2.5,00:00:00
108,1.0,3.899,4.999,19.486,00:00:38,0.052,0.2,26.0,5.0,2.5,00:00:00
109,1.0,3.898,5.002,19.491,00:00:39,0.054,0.2,26.0,5.0,2.5,00:00:00
110,1.0,3.895,4.999,19.498,00:00:39,0.054,0.2,26.0,5.0,2.5,00:00:00
111,1.0,3.895,4.999,19.471,00:00:40,0.055,0.2,26.0,5.0,2.5,00:00:00
112,1.0,3.893,5.001,19.471,00:00:41,0.056,0.2,26.0,5.0,2.5,00:00:00
113,1.0,3.893,5.001,19.469,00:00:41,0.056,0.2,26.0,5.0,2.5,00:00:00
114,1.0,3.892,4.997,19.469,00:00:42,0.058,0.2,26.0,5.0,2.5,00:00:00
115,1.0,3.89,5.001,19.448,00:00:43,0.059,0.2,26.0,5.0,2.5,00:00:00
116,1.0,3.89,4.999,19.454,00:00:43,0.061,0.2,26.0,5.0,2.5,00:00:00
117,1.0,3.89,4.997,19.446,00:00:44,0.061,0.2,26.0,5.0,2.5,00:00:00
118,1.0,3.891,4.998,19.438,00:00:45,0.062,0.2,26.0,5.0,2.5,00:00:00
119,1.0,3.888,4.998,19.447,00:00:45,0.063,0.2,26.0,5.0,2.5,00:00:00
