,is_on,voltage,current,power,time,cap_ah,cap_wh,temp,set_current,set_voltage,set_timer
0,0.0,4.093,0.0,0.0,00:00:00,0.0,0.0,24.0,1.5,3.3,00:00:00
1,0.0,4.094,0.0,0.0,00:00:00,0.0,0.0,24.0,1.5,3.3,00:00:00
10,1.0,3.971,1.363,0.0,00:00:01,0.0,0.0,24.0,1.5,3.3,00:00:00
11,1.0,3.95,1.488,5.412,00:00:02,0.0,0.0,24.0,1.5,3.3,00:00:00
12,1.0,3.946,1.5,5.878,00:00:02,0.0,0.0,24.0,1.5,3.3,00:00:00
13,1.0,3.944,1.501,5.919,00:00:03,0.0,0.0,24.0,1.5,3.3,00:00:00
14,1.0,3.94,1.5,5.92,00:00:04,0.001,0.0,24.0,1.5,3.3,00:00:00
15,1.0,3.939,1.501,5.91,00:00:04,0.001,0.0,24.0,1.5,3.3,00:00:00
16,1.0,3.937,1.501,5.912,00:00:05,0.001,0.0,24.0,1.5,3.3,00:00:00
17,1.0,3.934,1.5,5.909,00:00:06,0.002,0.0,24.0,1.5,3.3,00:00:00
18,1.0,3.932,1.501,5.901,00:00:06,0.002,0.0,24.0,1.5,3.3,00:00:00
19,1.0,3.932,1.501,5.902,00:00:07,0.002,0.0,24.0,1.5,3.3,00:00:00
20,1.0,3.931,1.377,5.902,00:00:08,0.002,0.0,24.0,1.5,3.3,00:00:00
21,1.0,3.93,1.501,5.413,00:00:08,0.002,0.0,24.0,1.5,3.3,00:00:00
22,1.0,3.929,1.501,5.899,00:00:09,0.003,0.0,24.0,1.5,3.3,00:00:00
23,1.0,3.926,1.5,5.897,00:00:10,0.003,0.0,24.0,1.5,3.3,00:00:00
24,1.0,3.923,1.501,5.889,00:00:10,0.003,0.0,24.0,1.5,3.3,00:00:00
25,1.0,3.924,1.501,5.888,00:00:11,0.004,0.0,24.0,1.5,3.3,00:00:00
26,1.0,3.921,1.5,5.89,00:00:12,0.004,0.0,24.0,1.5,3.3,00:00:00
27,1.0,3.919,1.501,5.881,00:00:12,0.004,0.0,24.0,1.5,3.3,00:00:00
28,1.0,3.918,1.501,5.882,00:00:13,0.005,0.0,24.0,1.5,3.3,00:00:00
29,1.0,3.921,1.5,5.881,00:00:14,0.005,0.0,24.0,1.5,3.3,00:00:00
30,1.0,3.917,1.501,5.881,00:00:14,0.005,0.0,24.0,1.5,3.3,00:00:00
31,1.0,3.914,1.501,5.879,00:00:15,0.005,0.0,24.0,1.5,3.3,00:00:00
32,1.0,3.914,1.501,5.875,00:00:15,0.005,0.0,24.0,1.5,3.3,00:00:00
33,1.0,3.909,1.5,5.875,00:00:17,0.006,0.0,24.0,1.5,3.3,00:00:00
34,1.0,3.909,1.501,5.864,00:00:18,0.007,0.0,24.0,1.5,3.3,00:00:00
35,1.0,3.908,1.501,5.867,00:00:18,0.007,0.0,24.0,1.5,3.3,00:00:00
36,1.0,3.907,1.5,5.866,00:00:19,0.007,0.0,24.0,1.5,3.3,00:00:00
37,1.0,3.906,1.5,5.861,00:00:20,0.007,0.0,24.0,1.5,3.3,00:00:00
38,1.0,3.906,1.5,5.859,00:00:21,0.008,0.0,24.0,1.5,3.3,00:00:00
39,1.0,3.904,1.5,5.859,00:00:21,0.008,0.0,24.0,1.5,3.3,00:00:00
40,1.0,3.904,1.501,5.856,00:00:22,0.008,0.0,24.0,1.5,3.3,00:00:00
41,1.0,3.904,1.5,5.86,00:00:23,0.009,0.0,24.0,1.5,3.3,00:00:00
42,1.0,3.902,1.498,5.856,00:00:23,0.009,0.0,24.0,1.5,3.3,00:00:00
43,1.0,3.902,1.501,5.845,00:00:24,0.009,0.0,24.0,1.5,3.3,00:00:00
