,is_on,voltage,current,power,time,cap_ah,cap_wh,temp,set_current,set_voltage,set_timer
0,0.0,4.187,0.0,0.0,00:00:00,0.0,0.0,22.0,2.5,2.5,00:00:00
1,0.0,4.188,0.0,0.0,00:00:00,0.0,0.0,22.0,2.5,2.5,00:00:00
3,0.0,4.189,0.0,0.0,00:00:00,0.0,0.0,22.0,2.5,2.5,00:00:00
6,0.0,4.19,0.0,0.0,00:00:00,0.0,0.0,22.0,2.5,2.5,00:00:00
9,1.0,4.088,2.192,0.0,00:00:00,0.0,0.0,22.0,2.5,2.5,00:00:00
10,1.0,4.072,2.467,8.961,00:00:01,0.0,0.0,22.0,2.5,2.5,00:00:00
11,1.0,4.067,2.497,10.046,00:00:02,0.001,0.0,22.0,2.5,2.5,00:00:00
12,1.0,4.066,2.501,10.155,00:00:02,0.001,0.0,22.0,2.5,2.5,00:00:00
13,1.0,4.047,2.502,10.169,00:00:03,0.001,0.0,22.0,2.5,2.5,00:00:00
14,1.0,4.049,2.503,10.126,00:00:04,0.002,0.0,22.0,2.5,2.5,00:00:00
15,1.0,4.056,2.504,10.135,00:00:04,0.002,0.0,22.0,2.5,2.5,00:00:00
16,1.0,4.049,2.499,10.156,00:00:05,0.003,0.0,22.0,2.5,2.5,00:00:00
17,1.0,4.051,2.497,10.118,00:00:06,0.004,0.0,22.0,2.5,2.5,00:00:00
18,1.0,4.052,2.499,10.115,00:00:06,0.004,0.0,22.0,2.5,2.5,00:00:00
19,1.0,4.042,2.497,10.126,00:00:07,0.004,0.0,22.0,2.5,2.5,00:00:00
20,1.0,4.049,2.497,10.093,00:00:08,0.005,0.0,22.0,2.5,2.5,00:00:00
21,1.0,4.05,2.503,10.11,00:00:08,0.005,0.0,22.0,2.5,2.5,00:00:00
22,1.0,4.052,2.497,10.137,00:00:09,0.006,0.0,22.0,2.5,2.5,00:00:00
23,1.0,4.052,2.498,10.118,00:00:10,0.006,0.0,22.0,2.5,2.5,00:00:00
24,1.0,4.048,2.503,10.122,00:00:10,0.006,0.1,22.0,2.5,2.5,00:00:00
25,1.0,4.047,2.5,10.132,00:00:11,0.007,0.1,23.0,2.5,2.5,00:00:00
26,1.0,4.045,2.501,10.117,00:00:12,0.008,0.1,23.0,2.5,2.5,00:00:00
27,1.0,4.049,2.499,10.117,00:00:12,0.008,0.1,23.0,2.5,2.5,00:00:00
28,1.0,4.032,2.498,10.118,00:00:13,0.008,0.1,23.0,2.5,2.5,00:00:00
29,1.0,4.033,2.503,10.072,00:00:14,0.009,0.1,23.0,2.5,2.5,00:00:00
30,1.0,4.034,2.5,10.095,00:00:14,0.01,0.1,23.0,2.5,2.5,00:00:00
31,1.0,4.037,2.498,10.085,00:00:15,0.01,0.1,23.0,2.5,2.5,00:00:00
32,1.0,4.039,2.498,10.084,00:00:16,0.011,0.1,23.0,2.5,2.5,00:00:00
33,1.0,4.026,2.497,10.089,00:00:17,0.011,0.1,23.0,2.5,2.5,00:00:00
